NAME,CATEGORIES,DESCRIPTION,LATITUDE,RATING,LONGITUDE,DESTINATION,GENERAL_LOCATION,ID,split
Molitor Spa by Clarins,"['Spas & Wellness', 'Hammams & Turkish Baths', 'Spas']","The Spa by Clarins is the chance to recover your inner peace and harmony without leaving Paris, but you will feel like you have left the city far behind... An unforgettable experience in this temple of well-being and relaxation, a place where it will be so easy to let yourself go and enjoy all of the personalised care treatments on offer. Just like its host establishment, the Spa by Clarins takes every care to looks after its guests. The centre is a haven of aquatic pleasure with 13 private treatment rooms including two 50m2 private suites, The care treatment on offer is also completed by a hammam, sauna, reading room, tea room and the Shu Uemura hairdressing salon. “Taking the time to enjoy a facial or body care treatment is no longer an indulgence but an essential part of modern living. Mental well-being starts with looking after yourself, at Clarins we have always made it our mission to guarantee your well-being and ensure that your beauty stands out.” Doctor Olivier Courtin",48.845104,5.0,2.253342,Paris,,8613951,train
focusTerra - ETH Zurich,"['Museums', 'Specialty Museums', 'Natural History Museums', 'Science Museums']","focusTerra, the Earth & Science Discovery Center of ETH Zurich, offers an exciting journey from the interior of the Earth, past the peaks of the Alps and all the way up to the stars. It shows that geology involves much more than just rocks and illustrates how geology is part of your daily life. Through experienced knowledge and the direct dialogue with scientists, focusTerra inspires its guests to a responsible, sustainable approach to nature and the environment.",47.378315,4.5,8.547521,Zurich,,4061781,train
Castel dell'Ovo,"['Sights & Landmarks', 'Historic Sites', 'Castles']",This property is temporarily closed.,40.82693,4.5,14.249525,Naples,"Via Eldorado 3, 80132",243314,train
Barcelona Axe Throwing,"['Fun & Games', 'Game & Entertainment Centers']","Directly inspired by Rocky Mountain Lumberjacks & Woodcutter´s hobbies, urban axe throwing or hatchet throwing is the ultimate sport born in Canada and is the latest trend in half the World. Now, you can try it with your people at Barcelona Axe Throwing and… who knows! We are pioneers in the Iberian peninsula and the first official World Axe Throwing League member in Southern mainland Europe. Do you dare to try it out?!",41.388958,5.0,2.174689,Barcelona,"Calle de Trafalgar, 8, 08010",15150569,train
Victoria G. Karelias Collection of Greek Traditional Costumes,"['Museums', 'Specialty Museums']","The Victoria G. Karelias Collection of greek traditional costumes was created, initially as a private collection, by the founding member and long-standing president of the Lyceum Club of Greek Women of Kalamata, V. Karelias. The collection comprises a large number of complete outfits, as worn by women and men, from all regions of Greece.",37.042313,5.0,22.11543,Greece,"Σταδίου 64, 24133",12357372,train
Zoological Museum of Zurich,"['Museums', 'Natural History Museums']",,47.374664,5.0,8.539639,Zurich,,27103045,train
MUTANT X-PERIENCE (Action Room Escape),"['Fun & Games', 'Room Escape Games']","Mutant X-Perience is an escape room X-Perience for 2 to 6 mutants that are forced to surrender themselves to the Mutant Control Agency, a Government Agency that hates mutants. Needless to say that the situation gets worse from there.",41.37024,5.0,2.135768,Barcelona,,19904228,train
Sarnic Spa & Wellness,"['Spas & Wellness', 'Spas']",,41.00404,5.0,28.97666,Istanbul,,20201257,train
Solheimajokull Glacier,"['Nature & Parks', 'Geologic Formations']","Lying just off the Ring Road, Solheimajokull is one of Iceland’s most accessible glaciers. It's just a short five-minute walk from the carpark to the glacier lagoon, and another 10 minutes to reach the glacier wall itself. Admire the otherworldly glaciers, but note that you shouldn't venture onto the glacier without the proper equipment and a guide. The best way to explore the glacier is on a guided hike or even on an ice-climbing tour. Solheimajokull can be seen and hiked all year round; visit from November to March when you'll be able to venture into an ice cave. – Tripadvisor",63.534584,4.5,-19.356466,Iceland,,7790479,train
Giorgos Pame Walking Tours,"['Food & Drink', 'Tours', 'Historical & Heritage Tours', 'Walking Tours', 'Sightseeing Tours', 'Food Tours', 'Archaeology Tours']","Through the Giorgos Pame Walking Tours, we try to see the city and the country through the eyes of a local, the insight and the non obvious!",40.611755,5.0,22.97049,Greece,,10476880,train
Viaport Asya,"['Shopping', 'Shopping Malls']",,40.938793,4.0,29.324066,Istanbul,"Yenişehir Mah. Dedepaşa Cad. No:19 ViaPort - Pendik, 34912",2626822,train
Magazzini Fotografici,"['Shopping', 'Museums', 'Art Galleries']",,40.85311,5.0,14.257251,Naples,,11801233,train
Sarphatipark,"['Nature & Parks', 'Parks']",,52.35332,4.0,4.89505,Amsterdam,,3724735,train
Monasterio Del Corpus Christi,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,40.41484,4.5,-3.7095,Madrid,,4553089,train
Chiesa di Santa Maria di Piedigrotta,"['Sights & Landmarks', 'Churches & Cathedrals', 'Sacred & Religious Sites']",,40.8308,4.5,14.21939,Naples,"Piazza Piedigrotta, 24, 80122",4741999,train
Oxararfoss,"['Nature & Parks', 'Waterfalls']",,64.26582,4.5,-21.117178,Iceland,,12512697,train
Live Sport And Beer,"['Food & Drink', 'Breweries']","Nasce ""LIVE"", il primo Sport Bar a Napoli! Lo sport è qualcosa di meraviglioso, ma è ancor più bello se visto in compagnia. Non perderti nemmeno una sfida e vivi i grandi eventi sportivi insieme a noi.",40.853233,5.0,14.231208,Naples,"Salita Arenella 41, 80129",23711047,train
Liquid History Tours,"['Nightlife', 'Food & Drink', 'Tours', 'Bar, Club & Pub Tours', 'Walking Tours', 'Beer Tastings & Tours', 'Food Tours', 'Wine Tours & Tastings ']","Liquid History Tours offer small group walking tours & private tours to London's finest pubs. Follow in the footsteps of Dickens & Shakespeare as we stumble down the ""Street of Shame"" and enjoy a drink in ancient alehouses, timeless taverns and opulent gin palaces whilst listening to the quirky tales along the way. A historic day out guaranteed!",51.51502,5.0,-0.0976409999999999,London,"Waterloo Station, Panyer Alley, SE1 8SW",2154174,train
Base Elements Urban Art Gallery,"['Shopping', 'Museums', 'Art Galleries']","Since opening its doors in 2003, Base Elements has functioned as a multi-faceted gallery- acting as both a workshop and studio- where space and forum collide.There is no doubt that Barcelona is one of the world’s hubs for Graffiti and Street Art. The walls and buildings of the city have become a canvas for both unknown taggers and globally known urban artists. With the concept of providing a literal and figurative canvas for such independent artists, Robert Burt (California native) and his wife Monica Riu (Barcelona Native) founded Base Elements Urban Art Gallery in 2003 with hopes of creating a space where such street artists could not only showcase their talents, but also be embraced as true artists.",41.381218,5.0,2.178108,Barcelona,,4764185,train
Pantheon Goya,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,40.4253,4.5,-3.72567,Madrid,,6419289,train
Cibeles Fountain,"['Sights & Landmarks', 'Fountains']",,40.41934,4.5,-3.6931,Madrid,Plaza de Cibeles,246159,train
Iglesia de San Manuel y San Benito,"['Sights & Landmarks', 'Sacred & Religious Sites']",,40.42074,4.5,-3.68602,Madrid,,2240463,train
Villa Farnesina,"['Sights & Landmarks', 'Museums', 'Art Museums', 'Historic Sites']",,41.89331,4.5,12.46704,Rome,"Via della Lungara, 230, Trastevere, 00165",243042,train
Place Dauphine,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,48.85654,4.5,2.342508,Paris,"Place Dauphine, Île de la Cité",314455,train
Miami Barroom,"['Nightlife', 'Bars & Clubs']","The Miami Bar Room is one of the most popular, charming and attractive clubs in Naples. The club is situated in a well-known residential part of the city an elite location called ‘Vomero’. In 1999 the owner and interior designer, Benny Galasso, planned and created, out of his own imagination a brand new atmosphere in his club. He brought to the Miami Bar Room the same style already existing overseas in the Miami Beach night clubs",40.843567,5.0,14.235619,Naples,,3208227,train
Parkanlage Zuerihorn,"['Nature & Parks', 'Parks']",,47.35325,4.5,8.551748,Zurich,,1852327,train
Heavenly Spa by Westin,"['Spas & Wellness', 'Spas']","At Heavenly Spa by Westin, we believe that much of the value of the spa experience comes not only from our facilities but from having the time. A space for silence, separation from technology, and personal reflection and contemplation. Throughout the spa experience, we try to touch people across seven senses: the five physical senses of sight, sound, touch, taste and scent, as well as the psychological senses of emotion and meaning. Heavenly Spa by Westin is a place to recover, rejuvenate and come out feeling renewed. We want our guests to leave the spa, not only feeling physically better, but with a fresh outlook on life, with new insights, and a sense of clarity about where they are going, what they wish to accomplish, and what they value.",51.508327,5.0,-0.079154,London,"60 Upper Thames Street, EC4V 3AD",23678088,train
Chania Adventures,"['Food & Drink', 'Tours', 'Walking Tours', 'Private Tours', 'Sightseeing Tours', 'Wine Tours & Tastings ', 'Day Trips']","A boutique travel agency in Chania offers daily well designed Semi Private and Private tours. Our comfortable, full A/C, 4wd vehicles will allow you to relish the rough road routes to the mainland of Crete, which compatible vehicles can’t offer. In our food and wine walking tours you have the chance to see what everyday life in Chania, Greece is truly like.",35.52939,5.0,24.054047,Greece,,11797550,train
Mercadillo de Sant Jordi,"['Shopping', 'Gift & Specialty Shops']",,38.88854,5.0,1.396918,Ibiza,,7309204,train
Lake Myvatn,"['Nature & Parks', 'Bodies of Water']",,65.60221,4.5,-17.00068,Iceland,,668716,train
Vodafone Arena,"['Sights & Landmarks', 'Arenas & Stadiums']",,41.039413,4.5,28.993927,Istanbul,"Kadırgalar Cad. No: 1, Vişnezade Mah.",11876920,train
Skalholt Cathedral,"['Sights & Landmarks', 'Sacred & Religious Sites', 'Points of Interest & Landmarks', 'Historic Sites']","Skálholt is one of the most historic places in Iceland. The site is rich in culture and history and is a perfect stop for history buffs on the Golden Circle. Today Skálholt is a place of history, culture, spirituality, faith and music. Visitors are welcome all year round. The cathedral and museum is open from 9 am - 5 pm every day all year round. The restaurant is open from 10 am - 4 pm. The Cathedral is a beautiful building known for it's powerful altar piece made by Nína Tryggvadóttir and the spectacular glass stained windows bade by Gerður Helgadóttir. On a sunny day the windows cast a colorful light all around the chuch. The acoustics in the church are one of the best in the world and many concerts have been held there. Skálholt was a center for education, religion and administration for over than 700 years and a place of pilgrimage in medieval times. Due to it's rich history archaeological excavations have been made on the site.",64.12561,4.0,-20.52632,Iceland,,555025,train
Serpent Column,"['Sights & Landmarks', 'Historic Sites']",,41.00561,4.0,28.975113,Istanbul,,2096783,train
Horror Escape,"['Other', 'Fun & Games', 'Room Escape Games']","The UK's premier horror themed escape scenarios. Teams of between 2 and 6 people have 60 minutes to work through a scenario and attempt to escape. You must find clues, solve puzzles and try your best to survive the terrors which await you!",51.47354,5.0,-0.07232,London,"London SE15 5EB Peckham High Street, SE15 5EB",20947659,train
